date,white,white elo,black,black elo,resultat,ECO,perf white,perf black,moves,opening,variation,year,nb
2019-08-19,mandolins,2042,yacine63,2110,0-1,C02,-6.0,6.0, e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 d8b6 g1f3 b8c6 a2a3 g8h6 b2b4 c5d4 c3d4 h6f5 c1b2 f8e7 f1e2 c8d7 e1g1 a8c8 d1d3 g7g5 f1d1 g5g4 f3e1 h7h5 e1c2 h8g8 b1d2 h5h4 d2b3 g4g3 b3c5 g3f2 g1f2 h4h3 g2g3 e7c5 d4c5 b6c7 d1e1 c6e5 d3d2 f5g3 h2g3 e5c4 d2c3 c4b2 c2d4 b2a4 c3d3 c7e5 e2d1 e5f6 d1f3 b7b6 d4b5 b6c5 b5d6 e8f8 d6c8 d7c8 b4c5 a4c5 d3a6 c8a6,French,Advance variation,2019,1
2019-08-19,yacine63,2118,AliNur,2060,0-1,D75,-8.0,8.0, d2d4 d7d5 c2c4 g8f6 c4d5 g7g6 g2g3 f8g7 f1g2 f6d5 g1f3 e8g8 e1g1 c7c5 b1c3 d5c3 b2c3 c8g4 e2e3 b8c6 c1a3 c5d4 c3d4 f8e8 d1b3 a8b8 f1c1 e7e5 d4e5 c6e5 f3d4 d8d7 f2f4 e5c6 d4c6 b7c6 g2c6 d7d2 c6e8 b8b3 c1c8 d2e3 g1h1 g4f3,Grunfeld Defence,Grünfled Fianchetto variation,2019,1
2019-08-19,AliNur,2066,yacine63,2112,0-1,C00,-6.0,6.0, e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 f1e2 f8d6 e1g1 g8e7 h2h3 b8c6 d2d4 c8f5 c2c3 d8d7 b1a3 e8c8 f3h2 e7g6 a3b5 h7h5 b5d6 d7d6 e2h5 d8e8 h5g4 c6e7 d1f3 g6h4 g4f5 e7f5 f3f4 d6g6 f4g4 g6a6 g2g3 e8e4 c1f4 h8h6 g3h4 h6g6 f4g3 g6g4 h3g4 f5g3 f2g3 f7f6 f1f2 a6d3 g1g2 e4e2 a1f1 e2e3 f2f3 a7a5 f3e3 d3e3 f1f3 e3e2 f3f2 e2e4 g2h3 a5a4 a2a3 b7b5 h2f3 c8d7 f3h2 d7d6 h2f3 c7c5 d4c5 d6c5 f3d4 e4h1 f2h2 h1f1 h2g2 c5c4 h3h2 f1d1 d4e6 d1g4 e6d4 g7g5 h4g5 f6g5 d4e2 g4h5 h2g1 h5e8 g1f1 c4b3 e2c1 b3c4 c1e2 e8e4 g2f2 e4h1 e2g1 c4b3 g3g4 h1e4 f2g2 e4b1 f1f2 b1b2 g1e2 b3a3 g2g3 b2d2 g3f3 a3b3 f3f5 a4a3 f2f1 d2d1 f1f2 d1d2 f2f1 a3a2 e2d4 b3c4 f5f2 a2a1q f1g2 d2f2 g2f2 a1c3 d4e2 c3d2 f2f3 d2e2 f3e2 b5b4 e2d2 b4b3 d2c1 c4c3 c1b1 d5d4 b1c1 d4d3 c1b1 d3d2,French,French e4 e6,2019,1
2019-08-19,yacine63,2105,HolyPop,2098,1-0,E00,7.0,-7.0, d2d4 g8f6 c2c4 e7e6 g2g3 b7b6 f1g2 c7c6 e2e4 d7d6 b1c3 f8e7 g1f3 c8b7 e1g1 d8c7 h2h3 e6e5 c1e3 e8g8 a1c1 b8d7 d4d5 c6c5 f3h4 f8e8 f2f4 e7f8 f4f5 a7a6 g3g4 e8c8 g4g5 f6e8 d1g4 a8b8 f5f6 g7g6 a2a4 b7a8 h4f3 c7a7 h3h4 e8c7 g4d7,Queen's Indian,Catalane,2019,1
2019-08-19,RNWLY,2067,yacine63,2113,1-0,C19,8.0,-8.0, e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 f2f4 d8a5 c1d2 b7b6 d1g4 e7f5 g1f3 b8c6 f1d3 c6e7 c3c4 a5a4 c4d5 e6d5 g4h5 c5c4 d3f5 c8f5 d2b4 a4c2 e1g1 f5g6 h5g5 e7f5 e5e6 f7f6 g5g4 f5e3 g4g3 e3f1 a1f1 a7a5 b4d6 a8d8 d6c7 d8c8 f4f5 c2f5 g3d6 c8c7 d6c7 e8g8 e6e7 f8e8 f3h4 f5g4 h4g6 g4d4 g1h1 h7g6 c7d7 g8f7 f1e1 d4c5 d7e6,French,Winawer,2019,1
2019-08-19,menezeslucas,2128,yacine63,2105,0-1,D85,-7.0,8.0, d2d4 g8f6 c2c4 g7g6 g1f3 f8g7 b1c3 d7d5 c4d5 f6d5 e2e4 d5c3 b2c3 c7c5 c1e3 d8a5 d1d2 c5d4 c3d4 a5d2 e1d2 e8g8 f3e1 b8c6 e1c2 f8d8 d2c3 f7f5 f2f3 c8d7 f1c4 g8h8 a1d1 a8c8 c3d3 c6a5 c4b3 d7b5 d3d2 e7e5 d4d5 f5e4 f3e4 a5c4 b3c4 c8c4 e3a7 b5a4 d1c1 g7h6 c2e3 c4e4 d2d3 e4g4 c1c4 h6e3 a7e3 a4b5,Grunfeld Defence,Exchange Variation,2019,1
2019-08-19,yacine63,2099,vi35vi,2062,1-0,E06,6.0,-6.0, d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1c2 a7a6 c2c4 c8d7 f3e5 d7c6 e5c6 b8c6 g2c6 b7c6 b1d2 d8d5 b2b3 f8d8 c1b2 f6e4 d2e4 d5e4 a1c1 c6c5 d4c5 e4c4 c1c4 d8d2 b2e5 c7c6 e2e4 d2a2 f1d1 a2b2 d1d7 g8f8 e5b2,Queen's Indian,Catalane,2019,1
2019-08-19,yacine63,2094,almoneer,1969,1-0,E09,5.0,-4.0, d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 c7c6 g1f3 b8d7 e1g1 f8e7 d1c2 e8g8 b1d2 d5c4 d2c4 b7b5 c4e5 c8b7 e5c6 b7c6 c2c6 a7a6 c1f4 f6d5 f4d2 d7b6 e2e4 a8c8 c6b7 d5f6 d2a5 c8c6 b7c6 d8d4 f3d4 e7c5 c6c5 f6e4 g2e4 f7f5 c5b6 f5e4 b6e6 g8h8 a1c1 f8f2 c1c8 f2f8 c8f8,Queen's Indian,Catalane,2019,1
2019-08-19,yacine63,2101,goliver1964,2082,0-1,A57,-7.0,7.0, d2d4 c7c5 d4d5 g8f6 c2c4 b7b5 d1c2 d7d6 e2e4 e7e5 c4b5 f8e7 b1c3 e8g8 f1c4 f6e8 g1e2 e7g5 e1g1 g5c1 a1c1 f7f5 e4f5 c8f5 c4d3 d8g5 e2g3 f5d3 c2d3 b8d7 c3e4 g5g6 a2a4 d7f6 e4f6 e8f6 d3g6 h7g6 f1d1 a7a6 b5b6 a6a5 c1c3 f8b8 c3b3 a8a6 f2f4 a6b6 b3b6 b8b6 f4e5 d6e5 g3f1 b6b2 f1e3 b2b7 d1c1 f6d7 g1f2 b7b4 c1c4 d7b6 c4c5 b4a4 d5d6 a4d4 c5c6 b6d7 e3c4 a5a4 c6c7 d7f6 c7c8 g8h7 c4e5 a4a3 d6d7 f6d7 c8d8 a3a2 e5f7 g6g5 d8a8 d4d2 f2g3 d7c5 f7g5 h7g6 g5f3 d2b2 f3d4 c5e4 g3f3 e4c3 a8a6 g6h7 h2h4 b2b1 d4c2 b1c1,Benoni defense,Benko,2019,1
2019-08-19,yacine63,2109,nagmatmaster,2038,0-1,D12,-8.0,8.0, d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5 b1c3 e7e6 f3h4 f5g6 f1e2 f8d6 d1b3 d8e7 c4c5 d6c7 b3b7 f6e4 h4g6 h7g6 b7a8 e8g8 a8a7 e4f2 h1f1 f2e4 a7a4 e7h4 e1d1 c7h2 c3e4 h4e4 e2f3 e4d3 d1e1 h2g3 f1f2 b8a6 a4b3 d3f5 e1f1 g3f2 f1f2 f8b8 b3a4 a6b4 g2g4 f5g5 f2e2 g5h4 c1d2 h4h2 e2f1 b4d3 a4c2 h2f2,Queen's Gambit,Slave,2019,1
2019-08-19,nagmatmaster,2028,yacine63,2118,1-0,C00,10.0,-9.0, e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 b8c6 e1g1 g8e7 h2h3 c8f5 d3f5 e7f5 f1e1 f5e7 c2c4 d5c4 b1d2 e8g8 d2c4 d6b4 c1d2 b4d2 d1d2 e7f5 a1d1 d8d5 b2b3 a8d8 c4e3 f5d4 e3d5,French,French e4 e6,2019,1
2019-08-19,yacine63,2109,miechen,2183,1-0,E60,9.0,-8.0, d2d4 g8f6 c2c4 g7g6 g2g3 f8g7 f1g2 e8g8 b1c3 d7d6 g1f3 c7c6 e1g1 b8d7 e2e4 d8c7 h2h3 e7e5 c1e3 f8e8 d1c2 e5d4 f3d4 a7a5 a1d1 d7c5 f2f4 c8d7 g1h2 a8d8 d4b3 c5b3 a2b3 d7c8 c2f2 c7e7 e3b6 d8d7 b6a5 h7h5 f1e1 h5h4 g3g4 b7b6 a5b6 d7b7 c4c5 c8g4 c5d6 e7d7 d1d3 g4e6 c3a4 f6h5 a4c5 d7c8 c5b7 c8b7 b6e3 h5g3 e1d1 e8d8 e4e5 g6g5 d1c1 e6d7 e3b6 d8e8 f2c5 g5f4 g2c6 d7c6 c5c6 b7c6 c1c6 g7e5 d6d7 e8f8 d7d8q f8d8 d3d8 g8g7 b6f2 f4f3 d8d3 g3f5 h2g1 e5b2 d3f3 f5d4 f2d4 b2d4 g1f1 f7f6 c6c7 g7g6 b3b4 d4e5 c7d7 g6g5 b4b5,King's Indian,King's Indian without e4,2019,1
2019-08-19,pierig,2076,yacine63,2103,0-1,C06,-6.0,6.0, e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6d7 f1d3 c7c5 c2c3 b8c6 g1e2 c5d4 c3d4 f7f6 e2f4 c6d4,French,Tarrasch Variation,2019,1
2019-08-19,Niladrichess1,2238,yacine63,2107,1-0,C00,5.0,-4.0, e2e4 e7e6 g1f3 d7d5 e4e5 c7c5 b2b4 c5b4 a2a3 b8c6 d2d4 d8b6 f1e2 f7f6 e1g1 f6e5 d4e5 f8c5 a3b4 c5b4 c2c4 g8e7 c1e3 b4c5 e3c5 b6c5 c4d5 c5d5 b1c3 d5d1 f1d1 c8d7 c3e4 e7g6 e4d6 e8e7 d6b7 g6e5 b7c5 a8c8 f3e5 c6e5 c5d7 e5d7 a1a7 c8c2 a7d7 e7f6 e2g4 h8b8 h2h3 b8b2 d7d6 c2f2 d6e6 f6g5 g4f3 g7g6 e6e7 h7h5 e7e5 g5f6 e5d5 f6f7 d1f1 f2d2 d5d2 b2d2 f3h5,French,French e4 e6,2019,1
2019-08-18,yacine63,2101,Dimad30b,2052,1-0,E60,6.0,-12.0, d2d4 g8f6 c2c4 g7g6 g2g3 f8g7 f1g2 e8g8 b1c3 c7c6 e2e4 d7d5 c4d5 c6d5 e4e5 f6e4 c3e4 d5e4 g2e4 b8c6 g1e2 d8b6 e1g1 f8d8 c1e3 b6b2 a1b1 b2a2 e2c3 a2a5 d1c1 a7a6 f1d1 e7e6 f2f4 a5c7 d4d5 e6d5 e3b6 c7b6 b1b6 d5e4 d1d8 c6d8 c3e4 c8f5 e4d6 f7f6 c1c7 f6e5 c7e7 e5f4 e7e8 g7f8 d6f5 g6f5 b6f6,King's Indian,King's Indian without e4,2019,1
2019-08-18,yacine63,2109,HopelessPhalanx,2075,0-1,A62,-8.0,12.0, d2d4 g8f6 c2c4 c7c5 d4d5 e7e6 g2g3 e6d5 c4d5 d7d6 f1g2 g7g6 b1c3 f8g7 g1f3 e8g8 e1g1 a7a6 a2a4 f8e8 f3d2 h7h6 d2c4 g6g5 f2f4 g5g4 e2e4 d8c7 e4e5 d6e5 f4e5 f6h7 d5d6 c7d8 c3d5 c8e6 c4b6 a8a7 d5c7 b8c6 c7e8 d8e8 d6d7 e8d8 a4a5 c6e5 b6c8 a7a8 g2b7 a8b8 b7a6 e5f3 f1f3 g4f3 c1f4 b8b2 d1f3 d8d7 a1d1 g7d4 g1f1 e6h3 f1e1 d4f2 f3f2 b2f2 d1d7 f2a2 d7d8 g8g7 f4e5 g7g6 a6c4 a2a5 c8e7 g6h5 c4e2 h3g4 e2d3 h7g5 d8h8 g5f3 e1f2 f3e5 e7g8 e5d3 f2e3 a5a3 h8h6 h5g5 h2h4 g5f5 g8e7 f5e5 e7c6 e5d5 c6e7 d5c4 e3e4 g4e6 e7c6 d3f2 e4e5 f2g4,Benoni defense,Benoni Defence,2019,1
2019-08-18,GarryKaspy,1928,yacine63,2105,0-1,D82,-4.0,4.0, d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c1f4 f8g7 c4c5 e8g8 g1f3 b7b6 b2b4 a7a5 a2a3 a5b4 a3b4 a8a1 d1a1 b6c5 b4c5 f6h5 f4g5 h7h6 g5h4 b8c6 a1a4 c8d7 c3d5 g6g5 h4g3 c6d4 a4c4 d4f3 g2f3 d7e6 e2e4 c7c6,Grunfeld Defence,Bf4 variation,2019,1
2019-08-18,revolution27,2104,yacine63,2112,1-0,C15,13.0,-7.0, e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 g1e2 b8c6 a2a3 b4a5 b2b4 a5b6 c1b2 g8f6 e4e5 f6d7 g2g3 f7f6 e5f6 d7f6 f1g2 e8g8 e1g1 d8e8 f1e1 f6g4 e1f1 e8h5 h2h3 g4f6 c3a4 c8d7 a4b6 a7b6 d1d2 a8e8 e2f4 h5h6 d2d3 g8h8 c2c4 g7g5 f4e2 d5c4 d3c4 e6e5 d4e5 c6e5 c4c7 e8c8 c7e5 c8e8 e5c7 e8e2 b2f6 h6f6 c7d7 e2f2 f1f2 f6f2 g1h2 h7h5 a1f1,French,Winawer,2019,1
2019-08-18,yacine63,2119,mr_Artem,2118,0-1,A64,-7.0,7.0, d2d4 g8f6 c2c4 c7c5 d4d5 g7g6 b1c3 f8g7 g2g3 e8g8 f1g2 e7e6 g1f3 e6d5 c4d5 d7d6 e1g1 a7a6 a2a4 f8e8 f3d2 b8d7 h2h3 a8b8 d2c4 d7e5 c4a3 h7h6 e2e4 g6g5 f2f4 g5f4 c1f4 e5g6 f4e3 g6e5 d1d2 g8h7 f1f2 c8d7 a1f1 b7b5 a4b5 a6b5 c3e2 b5b4 a3b1 e5c4 d2c1 c4e3 c1e3 f6d5 e3d3 d5f6 d3d6 f6e4 g2e4 e8e4 d6d3 f7f5 b1d2 d7c6 d3d8 b8d8 d2e4 f5e4 f2f7 h7g8 f7c7 c6b5 f1f7 g7b2 e2f4 b4b3 f7h7 b2d4 g1g2 b3b2 h7h6 d8d7 c7d7 b5d7 h6b6 c5c4 b6b8 g8f7 f4e2 d4e5 g2f2 e5b8 f2e3 b2b1q,Benoni defense,Benoni Defence,2019,1
2019-08-18,yacine63,2120,Tazi81,2045,1/2-1/2,A40,-1.0,1.0, d2d4 b7b6 c2c4 g7g6 b1c3 f8g7 e2e4 c8b7 g2g3 d7d6 f1g2 e7e6 g1e2 a7a6 c1e3 h7h6 e1g1 b8d7 f2f4 f7f5 d4d5 d8e7 e2d4 e6d5 c4d5 f5e4 g2e4 e8f7 f1e1 g8f6 e4f3 h8e8 d4e6 d7f8 f4f5 g6g5 f3h5 f6h5 d1h5 f7g8 a1d1 f8e6 f5e6 e8f8 e1f1 f8f1 d1f1 a8f8 f1f8 e7f8 h5d1 f8f5 g3g4 f5e5 d1d3 b6b5 a2a3 c7c6 e3f2 c6d5 d3g6 d5d4 g6f7 g8h7 f7b7 d4c3 b2c3 e5e6 f2d4 e6e1 g1g2 e1e2 g2g3 e2e1 g3g2 e1e2 g2g3 e2e1 g3g2,English Opening,English,2019,1
2019-08-18,rocky73,2180,yacine63,2126,1-0,C06,6.0,-6.0, e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6d7 f1d3 c7c5 c2c3 b8c6 g1e2 c5d4 c3d4 f7f6 e5f6 d7f6 d2f3 f8d6 e1g1 d8c7 g2g3 e8g8 c1f4 f6g4 f4d6 c7d6 e2f4 e6e5 d4e5 c6e5 f3e5 g4e5 f2f3 c8h3 f4h3 d6c5 g1g2 a8e8 a1c1 c5b6 c1c2 e8e6 h3f4 e6f6 f4d5,French,Tarrasch Variation,2019,1
2019-08-18,Deniska1979,2179,yacine63,2132,1-0,C19,6.0,-6.0, e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 d1g4 d8c7 g4g7 h8g8 g7h7 c5d4 g1e2 b8c6 f2f4 d4c3 h7d3 d5d4 e2g3 c8d7 f1e2 e8c8 e2f3 e7f5 g3e4 c8b8 a1b1 d7c8 a3a4 c7a5 g2g4 f5h4 e4d6 h4f3 d3f3 a5a4 b1b3 c6a5 b3a3 a4c2 e1g1 g8h8 h2h3 a5c6 d6f7 d8f8 f7h8 f8h8 f3d1 c2h7 d1f3 b8a8 g1g2 h7c2 f3f2 c2e4 f2f3 e4h7 g4g5 c8d7 f1e1 c6b4 g2h2 d7c6 f3g3 b4c2 g5g6 h7g7 f4f5 c2e1 f5f6 g7g8 g6g7 h8h7 g3e1 c6e8 e1g3 e8g6 g3f4 g6f7 f4d4 g8e8 d4a7,French,Winawer,2019,1
2019-08-18,yacine63,2127,Steelhand,2029,1-0,A62,5.0,-5.0, d2d4 g8f6 c2c4 e7e6 g2g3 c7c5 d4d5 e6d5 c4d5 g7g6 f1g2 f8g7 b1c3 d7d6 g1f3 e8g8 e1g1 f8e8 f3d2 b8a6 a2a4 a6c7 d2c4 c8f5 c1f4 e8e5 c4e5 d6e5 f4e5 c7e8 e2e4,Benoni defense,Benoni Defence,2019,1
2019-08-18,yacine63,2124,f2user,1914,1-0,A81,3.0,-3.0, d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 b7b6 e1g1 c8b7 c2c4 f8b4 b2b3 e8g8 c1b2 d7d6 a2a3 b8c6 a3b4 c6b4 b1c3 d8e8 f1e1 d6d5 b2a3 a7a5 c3b5 e8d7 f3e5 d7c8 a3b4 a5b4 a1a8 c8a8 b5c7 a8c8 c7b5 d5c4 b3c4 b7g2 g1g2 f6e4 d1b3 f5f4 f2f3 e4g5 b3b4 f4g3 h2g3 h7h5 b4e7 g5f7 e5f7 f8f7 e7f7 g8f7 b5d6,Dutch,Dutch Defence,2019,1
2019-08-18,raz2014,1989,yacine63,2119,0-1,A37,-4.0,5.0, g1f3 c7c5 c2c4 b8c6 b1c3 e7e5 g2g3 g7g6 f1g2 f8g7 e1g1 g8e7 d2d3 d7d6 c1g5 f7f6 g5d2 c8e6 a2a3 e8g8 a1b1 a7a5 h2h4 d6d5 c4d5 e7d5 c3e4 b7b6 d1c1 a8c8 d2h6 c6d4 f1e1 d4b3 c1d1 g7h6 d1b3 d5f4 b3b5 f4g2 g1g2 e6d7 b5c4 g8h8 e4d6 d7h3 g2h3 d8d6 e1d1 f6f5 c4b5 f5f4 b5c4 f4g3 f2g3 d6d7 h3g2 c8e8 c4e4 f8f6 b2b4 c5b4 a3b4 a5a4 b4b5 a4a3 e4b4 h6f8 b4e4 d7f7 d1c1 f6f5 c1c6 a3a2 b1a1 f7b3 e4c4 b3b2 a1a2 b2b1 a2c2 f8c5 c6c5 b6c5 c4c5 b1a1 b5b6 e5e4 d3e4 f5c5 c2c5 a1b1,English Opening,English,2019,1
2019-08-18,RonniSky,2194,yacine63,2125,1-0,D97,6.0,-6.0, d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 g1f3 f8g7 d1b3 d5c4 b3c4 e8g8 e2e4 b8c6 f1e2 c8g4 c1e3 f6d7 a1d1 d7b6 c4d3 c6b4 d3b1 d8c8 a2a3 b4c6 e1g1 f8d8 d4d5 g4f3 e2f3 c6e5 f3e2 b6c4 e3d4 c7c5 d5c6 c8c6 c3d5 d8d7 b2b3 c4d6 f2f4 e7e6 f4e5 e6d5 e5d6 d5e4 d4g7 g8g7 b1b2 g7g8 b2f6 a8d8 e2c4 d8f8 a3a4 a7a6 f1f4 b7b5 a4b5 a6b5 c4d5 c6c5 g1h1 c5c2 d1e1 c2d2 f4e4 d2d5 e4e8 d5d6 f6g5 f7f6 g5h6 d7f7 h2h4 d6d7 e8e6 f7g7 h6f4 d7f7 f4d6 f7d7 d6c5 d7c7 c5b5 c7f7 b5e2 f7d7 b3b4,Grunfeld Defence,Russian variation,2019,1
2019-08-18,yacine63,2116,BernhardLotz,2188,1-0,E01,9.0,-9.0, d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8b4 c1d2 b4d6 g1f3 c7c6 e1g1 e8g8 d1c2 f6e4 d2f4 d8c7 f4d6 c7d6 f3d2 e4d2 b1d2 b8d7 a1d1 b7b6 e2e4 d5e4 d2e4 d6c7 e4g5 d7f6 c2e2 c8a6 b2b3 a8d8 f1e1 c6c5 e2e5 c7e5 d4e5 f6g4 f2f4 d8d1 e1d1 g4e3 d1d7 e3g2 g1g2 h7h6 g5e4 f8a8 e4d6 f7f6 g2f3 f6e5 f4e5 g8h7 d7e7 a8f8 f3e3 a6c8 d6c8 f8c8 e7e6 c8c7 e3e4 h7g8 e4d5 g8f7 e6d6 h6h5 e5e6 f7e7 h2h4 g7g6 d5e5 c7b7 d6d7 b7d7 e6d7 e7d7 e5f6 d7d6 f6g6 d6e5 g6h5 e5d4 g3g4 d4c3 g4g5 c3b2 g5g6 b2a2 g6g7 a2b3 g7g8q a7a5 h5g5 a5a4 h4h5 a4a3 h5h6 a3a2 g8a8 b3b2 h6h7 a2a1q h7h8q,Queen's Indian,Catalane,2019,1
2019-08-18,iw,2183,yacine63,2107,0-1,C15,-8.0,9.0, e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 d1g4 g8f6 g4g7 h8g8 g7h6 c7c5 a2a3 g8g6 h6e3 c5d4 e3d4 b8c6 f1b5 b4c3 d4c3 f6e4 c3h8 e8e7 h8h7 d8a5 b2b4 a5b5 g1e2 a7a5 a1b1 a5b4 a3b4 c6b4 e1g1 b5e2 b1b4 a8a1 h7h4 e4f6 b4a4 a1a4 h4a4 e7f8 a4b4 f8g7 c1a3 f6d7 b4c3 e6e5 c3c8 e2g4 g2g3 d7f6 a3f8 g7h7 c8g4 g6g4 f1b1 g4c4 b1b7 h7g8 f8d6 e5e4 d6e5 f6g4 b7b8 g8h7 b8h8 h7g6 e5f4 c4c2 h8g8 g6f5 g8g5 f5f6 g5g4 d5d4 f4g5 f6f5 h2h4 f5g4,French,Winawer,2019,1
2019-08-18,yacine63,2099,Lesmarcels,2183,1-0,A90,8.0,-9.0, d2d4 e7e6 c2c4 f7f5 g2g3 g8f6 f1g2 f8b4 b1c3 e8g8 g1f3 b4c3 b2c3 f6e4 d1c2 d7d6 e1g1 b8c6 f3d2 e4d2 c1d2 e6e5 d4d5 c6a5 c2a4 b7b6 e2e4 c8a6 f1e1 a6c4 a1b1 d8f6 b1b4 f5e4 d2e3 c4a6 g2e4 a6b7 e4g2 f6f7 e1d1 f7h5 b4h4 h5e2 g2f1 e2b2 f1d3 g7g6 a4g4 f8f7 d3g6 h7g6 g4g6 f7g7 g6e6 g8f8 h4h8,Dutch,Dutch Defence,2019,1
2019-08-18,megakotik,2087,yacine63,2106,1-0,B23,8.0,-7.0, e2e4 e7e6 b1c3 d7d5 g2g3 c7c5 f1g2 d5d4 c3e2 b8c6 d2d3 g7g6 g1h3 f8g7 c1g5 f7f6 g5d2 e6e5 e1g1 g8e7 f2f4 e8g8 f4e5 f6e5 d2g5 h7h6 g5h4 c8h3 h4e7 h3g2 f1f8 g7f8 e7d8 a8d8 g1g2,Sicilian,Closed Sicilian,2019,1
2019-08-18,rxxbxxn,2108,yacine63,2113,1-0,A09,7.0,-7.0, g1f3 d7d5 c2c4 g7g6 c4d5 d8d5 b1c3 d5a5 g2g3 f8g7 f1g2 e7e5 e1g1 g8e7 d2d3 c7c6 d1c2 e8g8 c1d2 a5c7 a1b1 c8e6 f1c1 f7f6 b2b4 b8d7 c3e4 a8c8 d2e3 c7b8 a2a4 h7h6 e4c5 d7c5 e3c5 f8e8 f3d2 e7f5 e2e3 b7b6 e3e4 f5d6 c5e3 b8b7 f2f3 g8h7 h2h4 b7f7 g1h2 f6f5 f3f4 e8d8 f4e5 g7e5 d3d4 e5g7 e4e5 d6e8 g2c6 e6d7 b4b5,Irregular,ouvertures de flanc diverses,2019,1
2019-08-18,yacine63,2109,Sergei__1975,1967,1-0,E00,4.0,-4.0, d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 g1f3 c7c6 f1g2 f8e7 e1g1 e8g8 d1c2 a7a6 b1d2 b8d7 e2e4 d5e4 d2e4 f6e4 c2e4 d7f6 e4c2 c6c5 f1d1 c5d4 f3d4 d8c7 b2b3 c8d7 a2a4 a8c8 c1b2 b7b5 a4b5 a6b5 c4b5 c7c2 d4c2 c8c2 b2f6 e7f6 a1a5 f6c3 a5a7 d7b5 a7c7 b5e2 d1b1 c2b2 b1b2 c3b2 c7c2 e2d1 c2b2 f8b8 b3b4 b8b5 g2f1 b5b6 b4b5 g8f8 f1g2 f8e7 g1f1 d1a4 g2c6 e7d6 b2d2 d6c5 d2d7 a4b5 c6b5 b6b5 d7f7 b5b1 f1e2 b1b2 e2f3 b2b3 f3g4 c5d5 f7g7 h7h5 g4h5 b3f3 g3g4 f3f2 h2h4 e6e5 g4g5 e5e4 g5g6 e4e3 g7e7 e3e2 g6g7 f2g2 h5h6 d5d6 e7e2,Queen's Indian,Catalane,2019,1
2019-08-18,yacine63,2109,AlphaQueen,2088,1/2-1/2,D33,0.0,0.0, d2d4 d7d5 c2c4 e7e6 g1f3 c7c5 c4d5 e6d5 b1c3 b8c6 g2g3 g8f6 f1g2 h7h6 e1g1 c8e6 c1f4 a7a6 a1c1 c5c4 b2b3 f8a3 b3c4 a3c1 c4d5 f6d5 c3d5 e6d5 d1c1 e8g8 c1b2 f8e8 f1d1 e8e7 h2h4 d8e8 e2e3 f7f6 f4d6 e7d7 d6c5 e8e6 g1h2 d5a2 g2h3 f6f5 h3f5 e6f5 b2a2 g8h8 h2g2 d7f7 f3e1 a8e8 d1d2 c6e7 e1d3 f5f3 g2g1 e7g6 a2b3 h8h7 b3a4 e8e6 a4d1 e6e3 f2e3 f3g3 d2g2 g3e3 d3f2 g6h4 d1d3 e3d3 f2d3 h4g2 g1g2 f7d7 d3e5 d7d5 g2f3 b7b5 f3e4 d5d8 d4d5 h6h5 d5d6 a6a5 d6d7 b5b4 c5b6 d8d7 e5d7 b4b3 b6d4 a5a4 d7c5 h5h4 c5a4 h4h3 e4f3 g7g5 f3g3 g5g4 a4c5 h7g6 c5b3 g6f5 b3d2 f5g5 d4e3 g5h5 d2e4 h5g6 e4f2 g6f5 f2g4 h3h2 g4h2 f5e4 h2f1 e4d3 g3f4 d3e2 f1g3 e2d3 g3f5 d3e2 f4e4 e2d1 e4d3 d1e1 f5g3 e1d1 e3f2 d1c1 g3e2 c1b2 e2d4 b2a3 f2e1 a3a4 d3c4 a4a3 e1b4 a3b2 b4c3 b2c1 c4d3 c1d1 c3b4 d1c1 d3c3 c1d1,QGD,Tarrasch,2019,1
